episode,category,puzzle_front,puzzle_back
https://ocdb.cc/episode/listeners-v-antiquarians/,Metric units and what they measure,HR TZN DF RQNC Y,HERTZ AND FREQUENCY
https://ocdb.cc/episode/analysts-v-trade-unionists/,They have airports named after them,LS RMS TR NG,LOUIS ARMSTRONG
https://ocdb.cc/episode/analysts-v-trade-unionists/,They have airports named after them,L CHW LS,LECH WALESA
https://ocdb.cc/episode/analysts-v-trade-unionists/,They have airports named after them,Q NBT RX,QUEEN BEATRIX
https://ocdb.cc/episode/analysts-v-trade-unionists/,They have airports named after them,Y T LHK HMN,AYATOLLAH KHOMEINI
https://ocdb.cc/episode/analysts-v-trade-unionists/,French names for the Mr Men,M NS RBZR R,MONSIEUR BIZARRE (MR. NONSENSE)
https://ocdb.cc/episode/analysts-v-trade-unionists/,French names for the Mr Men,M NS RCR X,MONSIEUR CURIEUX (MR. NOSEY)
https://ocdb.cc/episode/analysts-v-trade-unionists/,French names for the Mr Men,MN SRN CR YBL,MONSIEUR INCROYABLE (MR. IMPOSSIBLE)
https://ocdb.cc/episode/analysts-v-trade-unionists/,French names for the Mr Men,M NSR NN,MONSIEUR NON (MR. NO)
https://ocdb.cc/episode/analysts-v-trade-unionists/,Game show catchphrases,WH TS HTS P TNT,WHAT IS A HOT SPOT NOT?
https://ocdb.cc/episode/analysts-v-trade-unionists/,Game show catchphrases,BTW D NTW N TTG VYT HT,BUT WE DON&#039;T WANT TO GIVE YOU THAT
https://ocdb.cc/episode/analysts-v-trade-unionists/,Game show catchphrases,BR N THB LT,"BERNIE, THE BOLT"
https://ocdb.cc/episode/analysts-v-trade-unionists/,Game show catchphrases,KPD NCN G,KEEP DANCING
https://ocdb.cc/episode/analysts-v-trade-unionists/,Air pollutants,ZN,OZONE
https://ocdb.cc/episode/analysts-v-trade-unionists/,Air pollutants,CG RT TSM K,CIGARETTE SMOKE
https://ocdb.cc/episode/listeners-v-trade-unionists/,Famous roads in the US,BR DWY,BROADWAY
https://ocdb.cc/episode/listeners-v-trade-unionists/,Famous roads in the US,R DDR V,RODEO DRIVE
https://ocdb.cc/episode/listeners-v-trade-unionists/,Famous roads in the US,P CH TRS TRT,PEACHTREE STREET
https://ocdb.cc/episode/listeners-v-trade-unionists/,Famous roads in the US,SN S TB LV RD,SUNSET BOULEVARD
https://ocdb.cc/episode/listeners-v-trade-unionists/,Words with five identical vowels,BKP R,BEEKEEPER
https://ocdb.cc/episode/listeners-v-trade-unionists/,Words with five identical vowels,BRC DBR,ABRACADABRA
https://ocdb.cc/episode/listeners-v-trade-unionists/,Words with five identical vowels,PRTZLGY,PROTOZOOLOGY
https://ocdb.cc/episode/listeners-v-trade-unionists/,Words with five identical vowels,NVS BLTY,INVISIBILITY
https://ocdb.cc/episode/listeners-v-trade-unionists/,Movie spoilers,R SBDW SH SSL D,ROSEBUD WAS HIS SLED
https://ocdb.cc/episode/listeners-v-trade-unionists/,Movie spoilers,DR THV DR SL KSFT HR,DARTH VADER IS LUKE&#039;S FATHER
https://ocdb.cc/episode/listeners-v-trade-unionists/,Movie spoilers,D LSM N,DIL IS A MAN
https://ocdb.cc/episode/listeners-v-trade-unionists/,Movie spoilers,S YL NTGR NSPP L,SOYLENT GREEN IS PEOPLE
https://ocdb.cc/episode/analysts-v-antiquarians/,Oxymorons,DF NTM YB,DEFINITE MAYBE
https://ocdb.cc/episode/analysts-v-antiquarians/,Oxymorons,P NSCR T,OPEN SECRET
https://ocdb.cc/episode/analysts-v-antiquarians/,Oxymorons,R SDN TLN,RESIDENT ALIEN
https://ocdb.cc/episode/analysts-v-antiquarians/,Oxymorons,XC TST MT,EXACT ESTIMATE
https://ocdb.cc/episode/analysts-v-antiquarians/,Strategies,QN SCR FC,QUEEN SACRIFICE
https://ocdb.cc/episode/analysts-v-antiquarians/,Strategies,MT LSS RDD STRC TN,MUTUAL ASSURED DESTRUCTION
https://ocdb.cc/episode/analysts-v-antiquarians/,Strategies,C TYC HS,"I CUT, YOU CHOOSE"
https://ocdb.cc/episode/analysts-v-antiquarians/,Strategies,FNT,FEINT
https://ocdb.cc/episode/analysts-v-antiquarians/,15-letter words,NT RP RNRL,ENTREPRENEURIAL
https://ocdb.cc/episode/analysts-v-antiquarians/,15-letter words,PH TH LMLG ST,OPHTHALMOLOGIST
https://ocdb.cc/episode/analysts-v-antiquarians/,15-letter words,NS CRT NBL,UNASCERTAINABLE
https://ocdb.cc/episode/joinees-v-draughtsmen/,Cleaning products,SCRN GP WDR,SCOURING POWDER
https://ocdb.cc/episode/joinees-v-draughtsmen/,Cleaning products,S GRSP,SUGAR SOAP
https://ocdb.cc/episode/joinees-v-draughtsmen/,Cleaning products,W SHN GPL QD,WASHING UP LIQUID
https://ocdb.cc/episode/joinees-v-draughtsmen/,Cleaning products,BLC H,BLEACH
https://ocdb.cc/episode/joinees-v-draughtsmen/,Hans Christian Andersen fables,TH MBL N,THUMBELINA
https://ocdb.cc/episode/joinees-v-draughtsmen/,Hans Christian Andersen fables,THP RNCS SN DTH P,THE PRINCESS AND THE PEA
https://ocdb.cc/episode/joinees-v-draughtsmen/,Hans Christian Andersen fables,THM PR RS NWC LTHS,THE EMPEROR&#039;S NEW CLOTHES
https://ocdb.cc/episode/joinees-v-draughtsmen/,Hans Christian Andersen fables,THG LYD CKLN G,THE UGLY DUCKLING
https://ocdb.cc/episode/joinees-v-draughtsmen/,Crustaceans,VL VTC RB,VELVET CRAB
https://ocdb.cc/episode/joinees-v-draughtsmen/,Crustaceans,W DLS,WOODLOUSE
https://ocdb.cc/episode/joinees-v-draughtsmen/,Crustaceans,WT RFL,WATER FLEA
https://ocdb.cc/episode/joinees-v-draughtsmen/,Crustaceans,BRNC L,BARNACLE
https://ocdb.cc/episode/joinees-v-draughtsmen/,Colours,CH RT RS,CHARTREUSE
https://ocdb.cc/episode/joinees-v-draughtsmen/,Colours,ZR,AZURE
https://ocdb.cc/episode/joinees-v-draughtsmen/,Colours,HL TRP,HELIOTROPE
https://ocdb.cc/episode/joinees-v-draughtsmen/,Colours,TTN,TITIAN
https://ocdb.cc/episode/joinees-v-draughtsmen/,Biblical miracles,PR TN GFT HR DS,PARTING OF THE RED SEA
https://ocdb.cc/episode/joinees-v-draughtsmen/,Biblical miracles,GD NSFL C,GIDEON&#039;S FLEECE
https://ocdb.cc/episode/joinees-v-draughtsmen/,Biblical miracles,RS NGF TB TH,RAISING OF TABITHA
https://ocdb.cc/episode/joinees-v-draughtsmen/,Biblical miracles,FD NGT HFVT HSN D,FEEDING THE FIVE THOUSAND
https://ocdb.cc/episode/joinees-v-draughtsmen/,Tie break,THHN DSQ CKRT HNT HY,THE HAND IS QUICKER THAN THE EYE
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Movies about sport,NV CTS,INVICTUS
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Movies about sport,G LMN GTHC B,GLEAMING THE CUBE
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Movies about sport,NT RN TN LVL VT,INTERNATIONAL VELVET
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Movies about sport,CLR NNN GS,COOL RUNNINGS
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Methods of advertising,S NDW CHB RD,SANDWICH BOARD
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Methods of advertising,DR CTM L,DIRECT MAIL
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Methods of advertising,NT RST TL,INTERSTITIAL
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Methods of advertising,H NDT,HANDOUT
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Circus performers,BRBC KRD R,BAREBACK RIDER
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Circus performers,SCPR TST,ESCAPE ARTIST
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Circus performers,RLS T,AERIALIST
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Circus performers,F RTR,FIRE-EATER
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Gadgets,BB YMN TR,BABY MONITOR
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Gadgets,YL SHC RL RS,EYELASH CURLERS
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Gadgets,F TSP,FOOT SPA
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,Gadgets,CNS RTR,COIN SORTER
https://ocdb.cc/episode/tefl-teachers-v-it-specialists/,African capitals,CR,CAIRO
https://ocdb.cc/episode/footballers-v-second-violinists/,Fundraising events,SP NS RDS WM,SPONSORED SWIM
https://ocdb.cc/episode/footballers-v-second-violinists/,Fundraising events,B RN GNDB YSL,BRING AND BUY SALE
https://ocdb.cc/episode/footballers-v-second-violinists/,Fundraising events,S LV CTN,SLAVE AUCTION
https://ocdb.cc/episode/footballers-v-second-violinists/,Fundraising events,CF FMRN NG,COFFEE MORNING
https://ocdb.cc/episode/footballers-v-second-violinists/,Racecourses in the UK,PS MDW NS,EPSOM DOWNS
https://ocdb.cc/episode/footballers-v-second-violinists/,Racecourses in the UK,D WNP TRC K,DOWNPATRICK
https://ocdb.cc/episode/footballers-v-second-violinists/,Racecourses in the UK,N WTNB BT,NEWTON ABBOT
https://ocdb.cc/episode/footballers-v-second-violinists/,Racecourses in the UK,NTR,AINTREE
https://ocdb.cc/episode/footballers-v-second-violinists/,Advocates of women&#039;s rights,S MNDB VR,SIMONE DE BEAUVOIR
https://ocdb.cc/episode/footballers-v-second-violinists/,Advocates of women&#039;s rights,MRS TPS,MARIE STOPES
https://ocdb.cc/episode/footballers-v-second-violinists/,Advocates of women&#039;s rights,SS NBNT HNY,SUSAN B ANTHONY
https://ocdb.cc/episode/footballers-v-second-violinists/,Advocates of women&#039;s rights,M LYD VSN,EMILY DAVISON
https://ocdb.cc/episode/footballers-v-second-violinists/,Items in a first aid kit,RB BN GL CHL,RUBBING ALCOHOL
https://ocdb.cc/episode/footballers-v-second-violinists/,Items in a first aid kit,TR N GLRB NDG,TRIANGULAR BANDAGE
https://ocdb.cc/episode/footballers-v-second-violinists/,Items in a first aid kit,DHS VTP,ADHESIVE TAPE
https://ocdb.cc/episode/wordsmiths-v-educators/,Bedclothes,P TC HW RKQ LT,PATCHWORK QUILT
https://ocdb.cc/episode/wordsmiths-v-educators/,Bedclothes,DRD WN,EIDERDOWN
https://ocdb.cc/episode/wordsmiths-v-educators/,Bedclothes,CN TRP N,COUNTERPANE
https://ocdb.cc/episode/wordsmiths-v-educators/,Bedclothes,LC TR CBLN KT,ELECTRIC BLANKET
https://ocdb.cc/episode/wordsmiths-v-educators/,Careers that Barbie has tried,CN CR TPNS T,CONCERT PIANIST
https://ocdb.cc/episode/wordsmiths-v-educators/,Careers that Barbie has tried,FSH ND TR,FASHION EDITOR
https://ocdb.cc/episode/wordsmiths-v-educators/,Careers that Barbie has tried,P LNTL GST,PALEONTOLOGIST
https://ocdb.cc/episode/wordsmiths-v-educators/,Careers that Barbie has tried,R BC SNST RC TR,AEROBICS INSTRUCTOR
https://ocdb.cc/episode/wordsmiths-v-educators/,Architectural features,NTBLTR,ENTABLATURE
https://ocdb.cc/episode/wordsmiths-v-educators/,Architectural features,LGG,LOGGIA
https://ocdb.cc/episode/wordsmiths-v-educators/,Architectural features,GV,OGIVE
https://ocdb.cc/episode/wordsmiths-v-educators/,Architectural features,QTRFL,QUATREFOIL
https://ocdb.cc/episode/wordsmiths-v-educators/,Eurovision-winning acts,DNN TRN TNL,DANA INTERNATIONAL
https://ocdb.cc/episode/wordsmiths-v-educators/,Eurovision-winning acts,LL,LULU
https://ocdb.cc/episode/wordsmiths-v-educators/,Eurovision-winning acts,L RD,LORDI
https://ocdb.cc/episode/trenchermen-v-numerists/,Terms used in air travel,RSTW RD,AIR STEWARD
https://ocdb.cc/episode/trenchermen-v-numerists/,Terms used in air travel,VR SZDB GGG,OVERSIZED BAGGAGE
https://ocdb.cc/episode/trenchermen-v-numerists/,Terms used in air travel,SLST,AISLE SEAT
https://ocdb.cc/episode/trenchermen-v-numerists/,Terms used in air travel,BLC HNNL,BLUE CHANNEL
https://ocdb.cc/episode/trenchermen-v-numerists/,Major geographical features of Africa,CP FG DHP,CAPE OF GOOD HOPE
https://ocdb.cc/episode/trenchermen-v-numerists/,Major geographical features of Africa,LKM LW,LAKE MALAWI
https://ocdb.cc/episode/trenchermen-v-numerists/,Major geographical features of Africa,TL SMNT NS,ATLAS MOUNTAINS
https://ocdb.cc/episode/trenchermen-v-numerists/,Major geographical features of Africa,GR TRF TVL LY,GREAT RIFT VALLEY
https://ocdb.cc/episode/trenchermen-v-numerists/,Misers,RL PHN CK LBY,RALPH NICKLEBY
https://ocdb.cc/episode/trenchermen-v-numerists/,Misers,HR PGN,HARPAGON
https://ocdb.cc/episode/trenchermen-v-numerists/,Misers,SL SMRN R,SILAS MARNER
https://ocdb.cc/episode/trenchermen-v-numerists/,Misers,M NTG MR YBRN S,MONTGOMERY BURNS
https://ocdb.cc/episode/trenchermen-v-numerists/,Undergarments,BDC,BODICE
https://ocdb.cc/episode/trenchermen-v-numerists/,Undergarments,TH LT CSP PRT,ATHLETIC SUPPORT
https://ocdb.cc/episode/wintonians-v-quitters/,Reference works used by our question setters,XF R DNGLS HD CTN RY,OXFORD ENGLISH DICTIONARY
https://ocdb.cc/episode/wintonians-v-quitters/,Reference works used by our question setters,W HSW H,WHO&#039;S WHO
https://ocdb.cc/episode/wintonians-v-quitters/,Reference works used by our question setters,WH TK RSL MNC K,WHITAKER&#039;S ALMANACK
https://ocdb.cc/episode/wintonians-v-quitters/,Reference works used by our question setters,F TBL LFRDM MS,FOOTBALL FOR DUMMIES
https://ocdb.cc/episode/wintonians-v-quitters/,Good sources of iron,ML SSS,MOLASSES
https://ocdb.cc/episode/wintonians-v-quitters/,Good sources of iron,GGY LKS,EGG YOLKS
https://ocdb.cc/episode/wintonians-v-quitters/,Good sources of iron,GR N LFYV GT BLS,GREEN LEAFY VEGETABLES
https://ocdb.cc/episode/wintonians-v-quitters/,Good sources of iron,DR DFR T,DRIED FRUIT
https://ocdb.cc/episode/wintonians-v-quitters/,Stringed instruments,DB LB SS,DOUBLE BASS
https://ocdb.cc/episode/wintonians-v-quitters/,Stringed instruments,BZK,BOUZOUKI
https://ocdb.cc/episode/wintonians-v-quitters/,Stringed instruments,D,OUD
https://ocdb.cc/episode/wintonians-v-quitters/,Stringed instruments,CST CGT R,ACOUSTIC GUITAR
https://ocdb.cc/episode/wintonians-v-quitters/,Monsters from literature,GRN DL,GRENDEL
https://ocdb.cc/episode/wintonians-v-quitters/,Monsters from literature,JBJ BBR D,JUB-JUB BIRD
https://ocdb.cc/episode/wintonians-v-quitters/,Monsters from literature,Q STNGB ST,QUESTING BEAST
https://ocdb.cc/episode/wintonians-v-quitters/,Monsters from literature,THGR FF L,THE GRUFFALO
https://ocdb.cc/episode/scribes-v-ciphers/,Bread products,N GLS HMF FN,ENGLISH MUFFIN
https://ocdb.cc/episode/scribes-v-ciphers/,Bread products,FCCC,FOCCACIA
https://ocdb.cc/episode/scribes-v-ciphers/,Bread products,MTZ,MATZO
https://ocdb.cc/episode/scribes-v-ciphers/,Bread products,RS HS DB RD,IRISH SODA BREAD
https://ocdb.cc/episode/scribes-v-ciphers/,Family relations,GR TG RTG RN DFT HR,GREAT GREAT GRANDFATHER
https://ocdb.cc/episode/scribes-v-ciphers/,Family relations,FR STC SNTW CRM VD,FIRST COUSIN TWICE REMOVED
https://ocdb.cc/episode/scribes-v-ciphers/,Family relations,HL FSS TR,HALF SISTER
https://ocdb.cc/episode/scribes-v-ciphers/,Family relations,DGH T RNLW,DAUGHTER IN LAW
https://ocdb.cc/episode/scribes-v-ciphers/,Legends of baseball,J DMG G,JOE DIMAGGIO
https://ocdb.cc/episode/scribes-v-ciphers/,Legends of baseball,H NKR N,HANK AARON
https://ocdb.cc/episode/scribes-v-ciphers/,Legends of baseball,MR KMC GWR,MARK MCGWIRE
https://ocdb.cc/episode/scribes-v-ciphers/,Legends of baseball,Y GB RR,YOGI BERRA
https://ocdb.cc/episode/scribes-v-ciphers/,Famous flower paintings,WT RLL S,WATER LILIES
https://ocdb.cc/episode/scribes-v-ciphers/,Famous flower paintings,RSS,IRISES
https://ocdb.cc/episode/scribes-v-ciphers/,Famous flower paintings,THH BSC STR,THE HIBISCUS TREE
https://ocdb.cc/episode/scribes-v-ciphers/,Famous flower paintings,CR NTN LL YLLYR S,"CARNATION, LILY, LILY, ROSE"
https://ocdb.cc/episode/scribes-v-ciphers/,Angry Young Men,KN GSL YMS,KINGSLEY AMIS
https://ocdb.cc/episode/scribes-v-ciphers/,Angry Young Men,LNS LLT,ALAN SILLITOE
https://ocdb.cc/episode/accountants-v-cinephiles/,Comedians born in Wales,RH DGL BRT,RHOD GILBERT
https://ocdb.cc/episode/accountants-v-cinephiles/,Comedians born in Wales,SRHR RYS CMB,SIR HARRY SECOMBE
https://ocdb.cc/episode/accountants-v-cinephiles/,Comedians born in Wales,HL NLD RR,HELEN LEDERER
https://ocdb.cc/episode/accountants-v-cinephiles/,Comedians born in Wales,PLW HT HS,PAUL WHITEHOUSE
https://ocdb.cc/episode/accountants-v-cinephiles/,Analgesics,CDN,CODEINE
https://ocdb.cc/episode/accountants-v-cinephiles/,Analgesics,HR N,HEROIN
https://ocdb.cc/episode/accountants-v-cinephiles/,Analgesics,C TYL SL CYL CCD,ACETYLSALICYLIC ACID
https://ocdb.cc/episode/accountants-v-cinephiles/,Analgesics,BP RFN,IBUPROFEN
https://ocdb.cc/episode/accountants-v-cinephiles/,World-famous golf courses,CR NST,CARNOUSTIE
https://ocdb.cc/episode/accountants-v-cinephiles/,World-famous golf courses,GST NTN L,AUGUSTA NATIONAL
https://ocdb.cc/episode/accountants-v-cinephiles/,World-famous golf courses,RY LPR TRS H,ROYAL PORTRUSH
https://ocdb.cc/episode/accountants-v-cinephiles/,World-famous golf courses,LDC RS,OLD COURSE
https://ocdb.cc/episode/accountants-v-cinephiles/,Cat breeds,BY SS NN,ABYSSINIAN
https://ocdb.cc/episode/accountants-v-cinephiles/,Cat breeds,SMS,SIAMESE
https://ocdb.cc/episode/accountants-v-cinephiles/,Cat breeds,MN CN,MAINE COON
https://ocdb.cc/episode/accountants-v-cinephiles/,Cat breeds,RS SNB L,RUSSIAN BLUE
https://ocdb.cc/episode/draughtsmen-v-numerists/,Fictional roads,D GNL LY,DIAGON ALLEY
https://ocdb.cc/episode/draughtsmen-v-numerists/,Fictional roads,W STRL N,WISTERIA LANE
https://ocdb.cc/episode/draughtsmen-v-numerists/,Fictional roads,RS MNDS TRT,ROSAMUND STREET
https://ocdb.cc/episode/draughtsmen-v-numerists/,Fictional roads,G RTSTR D,GREAT EAST ROAD
https://ocdb.cc/episode/draughtsmen-v-numerists/,Types of aircraft,HL CPT RGN SH P,HELICOPTER GUNSHIP
https://ocdb.cc/episode/draughtsmen-v-numerists/,Types of aircraft,BPL N,BIPLANE
https://ocdb.cc/episode/draughtsmen-v-numerists/,Types of aircraft,TGR,AUTOGIRO
https://ocdb.cc/episode/draughtsmen-v-numerists/,Types of aircraft,DRG BL,DIRIGIBLE
https://ocdb.cc/episode/draughtsmen-v-numerists/,Words describing European citizens,S TRN,AUSTRIAN
https://ocdb.cc/episode/draughtsmen-v-numerists/,Words describing European citizens,M NXW MN,MANXWOMAN
https://ocdb.cc/episode/draughtsmen-v-numerists/,Words describing European citizens,MNG SQ,MONEGASQUE
https://ocdb.cc/episode/draughtsmen-v-numerists/,Words describing European citizens,W LLN,WALLOON
https://ocdb.cc/episode/draughtsmen-v-numerists/,Previous teams on Only Connect,RCHR SD MRRS,ARCHERS ADMIRERS
https://ocdb.cc/episode/footballers-v-cinephiles/,Four names for the same thing,PNT HR,PANTHER
https://ocdb.cc/episode/footballers-v-cinephiles/,Four names for the same thing,CGR,COUGAR
https://ocdb.cc/episode/footballers-v-cinephiles/,Four names for the same thing,MN TNL N,MOUNTAIN LION
https://ocdb.cc/episode/footballers-v-cinephiles/,Four names for the same thing,PM,PUMA
https://ocdb.cc/episode/footballers-v-cinephiles/,2012 Olympic venues,HR SGRD SPR D,HORSE GUARDS PARADE
https://ocdb.cc/episode/footballers-v-cinephiles/,2012 Olympic venues,R YLRT LLR YBRR CKS,ROYAL ARTILLERY BARRACKS
https://ocdb.cc/episode/footballers-v-cinephiles/,2012 Olympic venues,TNDR NY,ETON DORNEY
https://ocdb.cc/episode/footballers-v-cinephiles/,2012 Olympic venues,RL SCR T,EARLS COURT
https://ocdb.cc/episode/footballers-v-cinephiles/,Things represented by OC,RN GCN TY,ORANGE COUNTY
https://ocdb.cc/episode/footballers-v-cinephiles/,Things represented by OC,LDC RTH SN,OLD CARTHUSIAN
https://ocdb.cc/episode/footballers-v-cinephiles/,Things represented by OC,TW L VNH XDCM L,TWELVE IN HEXADECIMAL
https://ocdb.cc/episode/footballers-v-cinephiles/,Things represented by OC,FFC RC MM ND NG,OFFICER COMMANDING
https://ocdb.cc/episode/teachers-v-scribes/,Paralympians,SC RPST RS,OSCAR PISTORIUS
https://ocdb.cc/episode/teachers-v-scribes/,Paralympians,P TRN RFL K,PETER NORFOLK
https://ocdb.cc/episode/teachers-v-scribes/,Paralympians,TRS CHZ RN,TRISCHA ZORN
https://ocdb.cc/episode/teachers-v-scribes/,Paralympians,TN NG R YTH MPSN,TANNI GREY-THOMPSON
https://ocdb.cc/episode/teachers-v-scribes/,Inventions from Canada,TRV LPR ST,TRIVIAL PURSUIT
https://ocdb.cc/episode/teachers-v-scribes/,Inventions from Canada,NST NTM SH DPTTS,INSTANT MASHED POTATOES
https://ocdb.cc/episode/teachers-v-scribes/,Inventions from Canada,PNTR LLR,PAINT ROLLER
